forest,plot,pest,severity,date
1-Saudavel,518,Saudavel,LOW,2022-03-01
1-Saudavel,519,Saudavel,LOW,2022-03-01
1-Saudavel,520,Saudavel,LOW,2022-03-01
1-Saudavel,521,Saudavel,LOW,2022-04-01
1-Saudavel,522,Saudavel,LOW,2022-03-01
1-Saudavel,523,Saudavel,LOW,2022-03-01
1-Saudavel,524,Saudavel,LOW,2022-03-01
1-Saudavel,525,Saudavel,LOW,2022-03-01
1-Saudavel,526,Saudavel,LOW,2022-03-01
1-Saudavel,527,Saudavel,LOW,2022-03-01
1-Saudavel,528,Saudavel,LOW,2022-03-01
1-Saudavel,529,Saudavel,LOW,2022-03-01
1-Saudavel,530,Saudavel,LOW,2022-03-01
1-Saudavel,531,Saudavel,LOW,2022-03-01
1-Saudavel,532,Saudavel,LOW,2022-03-01
1-Saudavel,533,Saudavel,LOW,2022-03-01
1-Saudavel,534,Saudavel,LOW,2022-03-01
1-Saudavel,535,Saudavel,LOW,2022-03-01
1-Saudavel,536,Saudavel,LOW,2022-03-01
1-Saudavel,537,Saudavel,LOW,2022-03-01
1-Saudavel,538,Saudavel,LOW,2022-03-01
1-Saudavel,539,Saudavel,LOW,2022-03-01
1-Saudavel,540,Saudavel,LOW,2022-03-01
1-Saudavel,541,Saudavel,LOW,2022-03-01
1-Saudavel,542,Saudavel,LOW,2022-03-01
1-Saudavel,543,Saudavel,LOW,2022-03-01
1-Saudavel,544,Saudavel,LOW,2022-03-01
1-Saudavel,545,Saudavel,LOW,2022-03-01
1-Saudavel,546,Saudavel,LOW,2022-03-01
1-Saudavel,547,Saudavel,LOW,2022-03-01
1-Saudavel,548,Saudavel,LOW,2022-03-01
1-Saudavel,549,Saudavel,LOW,2022-03-01
1-Saudavel,550,Saudavel,LOW,2022-03-01
1-Saudavel,551,Saudavel,LOW,2022-03-01
1-Saudavel,552,Saudavel,LOW,2022-03-01
1-Saudavel,553,Saudavel,LOW,2022-03-01
1-Saudavel,554,Saudavel,LOW,2022-03-01
1-Saudavel,555,Saudavel,LOW,2022-03-01
1-Saudavel,556,Saudavel,LOW,2022-03-01
1-Saudavel,557,Saudavel,LOW,2022-03-01
1-Saudavel,558,Saudavel,LOW,2022-03-01
1-Saudavel,559,Saudavel,LOW,2022-03-01
1-Saudavel,560,Saudavel,LOW,2022-03-01
1-Saudavel,561,Saudavel,LOW,2022-03-01
1-Saudavel,562,Saudavel,LOW,2022-03-01
1-Saudavel,563,Saudavel,LOW,2022-03-01
1-Saudavel,564,Saudavel,LOW,2022-03-01
1-Saudavel,565,Saudavel,LOW,2022-03-01
1-Saudavel,566,Saudavel,LOW,2022-03-01
1-Saudavel,567,Saudavel,LOW,2022-03-01
1-Saudavel,568,Saudavel,LOW,2022-03-01
1-Saudavel,569,Saudavel,LOW,2022-03-01
1-Saudavel,570,Saudavel,LOW,2022-03-01
1-Saudavel,571,Saudavel,LOW,2022-03-01
1-Saudavel,572,Saudavel,LOW,2022-03-01
1-Saudavel,573,Saudavel,LOW,2022-03-01
1-Saudavel,574,Saudavel,LOW,2022-03-01
1-Saudavel,575,Saudavel,LOW,2022-03-01
1-Saudavel,576,Saudavel,LOW,2022-03-01
1-Saudavel,577,Saudavel,LOW,2022-03-01
1-Saudavel,578,Saudavel,LOW,2022-03-01
1-Saudavel,579,Saudavel,LOW,2022-03-01
1-Saudavel,580,Saudavel,LOW,2022-03-01
1-Saudavel,581,Saudavel,LOW,2022-03-01
1-Saudavel,582,Saudavel,LOW,2022-03-01
1-Saudavel,583,Saudavel,LOW,2022-03-01
1-Saudavel,584,Saudavel,LOW,2022-03-01
1-Saudavel,585,Saudavel,LOW,2022-03-01
1-Saudavel,586,Saudavel,LOW,2022-03-01
1-Saudavel,587,Saudavel,LOW,2022-03-01
1-Saudavel,588,Saudavel,LOW,2022-03-01
1-Saudavel,589,Saudavel,LOW,2022-02-01
1-Saudavel,590,Saudavel,LOW,2022-02-01
1-Saudavel,591,Saudavel,LOW,2022-03-01
1-Saudavel,592,Saudavel,LOW,2022-03-01
1-Saudavel,593,Saudavel,LOW,2022-03-01
1-Saudavel,594,Saudavel,LOW,2022-03-01
1-Saudavel,595,Saudavel,LOW,2022-03-01
1-Saudavel,596,Saudavel,LOW,2022-03-01
1-Saudavel,597,Saudavel,LOW,2022-03-01
1-Saudavel,598,Saudavel,LOW,2022-03-01
1-Saudavel,599,Saudavel,LOW,2022-03-01
1-Saudavel,600,Saudavel,LOW,2022-03-01
1-Saudavel,601,Saudavel,LOW,2022-03-01
1-Saudavel,602,Saudavel,LOW,2022-03-01
1-Saudavel,603,Saudavel,LOW,2022-03-01
1-Saudavel,604,Saudavel,LOW,2022-03-01
1-Saudavel,605,Saudavel,LOW,2022-03-01
1-Saudavel,606,Saudavel,LOW,2022-03-01
1-Saudavel,607,Saudavel,LOW,2022-03-01
1-Saudavel,608,Saudavel,LOW,2022-02-01
1-Saudavel,609,Saudavel,LOW,2022-02-01
1-Saudavel,610,Saudavel,LOW,2022-03-01
1-Saudavel,611,Saudavel,LOW,2022-03-01
1-Saudavel,612,Saudavel,LOW,2022-03-01
1-Saudavel,613,Saudavel,LOW,2022-03-01
1-Saudavel,614,Saudavel,LOW,2022-03-01
1-Saudavel,615,Saudavel,LOW,2022-03-01
1-Saudavel,616,Saudavel,LOW,2022-03-01
1-Saudavel,617,Saudavel,LOW,2022-03-01
1-Saudavel,618,Saudavel,LOW,2022-03-01
1-Saudavel,619,Saudavel,LOW,2022-03-01
1-Saudavel,620,Saudavel,LOW,2022-03-01
1-Saudavel,621,Saudavel,LOW,2022-02-01
1-Saudavel,622,Saudavel,LOW,2022-02-01
1-Saudavel,623,Saudavel,LOW,2022-02-01
1-Saudavel,624,Saudavel,LOW,2022-02-01
1-Saudavel,625,Saudavel,LOW,2022-02-01
1-Saudavel,626,Saudavel,LOW,2022-02-01
1-Saudavel,627,Saudavel,LOW,2022-02-01
1-Saudavel,628,Saudavel,LOW,2022-02-01
1-Saudavel,629,Saudavel,LOW,2022-02-01
1-Saudavel,630,Saudavel,LOW,2022-02-01
1-Saudavel,631,Saudavel,LOW,2022-02-01
1-Saudavel,632,Saudavel,LOW,2022-02-01
1-Saudavel,633,Saudavel,LOW,2022-02-01
1-Saudavel,634,Saudavel,LOW,2022-02-01
1-Saudavel,635,Saudavel,LOW,2022-02-01
1-Saudavel,636,Saudavel,LOW,2022-02-01
1-Saudavel,637,Saudavel,LOW,2022-02-01
1-Saudavel,638,Saudavel,LOW,2022-02-01
1-Saudavel,639,Saudavel,LOW,2022-02-01
1-Saudavel,640,Saudavel,LOW,2022-02-01
1-Saudavel,641,Saudavel,LOW,2022-02-01
1-Saudavel,642,Saudavel,LOW,2022-02-01
1-Saudavel,643,Saudavel,LOW,2022-03-01
1-Saudavel,644,Saudavel,LOW,2022-02-01
1-Saudavel,645,Saudavel,LOW,2022-02-01
1-Saudavel,646,Saudavel,LOW,2022-02-01
1-Saudavel,647,Saudavel,LOW,2022-02-01
1-Saudavel,648,Saudavel,LOW,2022-02-01
1-Saudavel,649,Saudavel,LOW,2022-02-01
1-Saudavel,650,Saudavel,LOW,2022-02-01
1-Saudavel,651,Saudavel,LOW,2022-02-01
1-Saudavel,652,Saudavel,LOW,2022-02-01
1-Saudavel,653,Saudavel,LOW,2022-02-01
1-Saudavel,654,Saudavel,LOW,2022-02-01
1-Saudavel,655,Saudavel,LOW,2022-02-01
1-Saudavel,656,Saudavel,LOW,2022-02-01
1-Saudavel,657,Saudavel,LOW,2022-02-01
1-Saudavel,658,Saudavel,LOW,2022-02-01
1-Saudavel,659,Saudavel,LOW,2022-02-01
1-Saudavel,660,Saudavel,LOW,2022-02-01
1-Saudavel,661,Saudavel,LOW,2022-02-01
1-Saudavel,662,Saudavel,LOW,2022-02-01
1-Saudavel,663,Saudavel,LOW,2022-02-01
1-Saudavel,664,Saudavel,LOW,2022-02-01
1-Saudavel,665,Saudavel,LOW,2022-02-01
1-Saudavel,666,Saudavel,LOW,2022-02-01
1-Saudavel,667,Saudavel,LOW,2022-02-01
1-Saudavel,668,Saudavel,LOW,2022-02-01
1-Saudavel,669,Saudavel,LOW,2022-02-01
1-Saudavel,670,Saudavel,LOW,2022-02-01
1-Saudavel,671,Saudavel,LOW,2022-02-01
1-Saudavel,672,Saudavel,LOW,2022-02-01
1-Saudavel,673,Saudavel,LOW,2022-02-01
1-Saudavel,674,Saudavel,LOW,2022-02-01
1-Saudavel,675,Saudavel,LOW,2022-02-01
1-Saudavel,676,Saudavel,LOW,2022-02-01
1-Saudavel,677,Saudavel,LOW,2022-02-01
1-Saudavel,678,Saudavel,LOW,2022-02-01
1-Saudavel,679,Saudavel,LOW,2022-02-01
1-Saudavel,680,Saudavel,LOW,2022-02-01
1-Saudavel,681,Saudavel,LOW,2022-01-01
1-Saudavel,682,Saudavel,LOW,2022-02-01
1-Saudavel,683,Saudavel,LOW,2022-02-01
1-Saudavel,684,Saudavel,LOW,2022-02-01
1-Saudavel,685,Saudavel,LOW,2022-02-01
1-Saudavel,686,Saudavel,LOW,2022-02-01
1-Saudavel,687,Saudavel,LOW,2022-02-01
1-Saudavel,688,Saudavel,LOW,2022-02-01
1-Saudavel,689,Saudavel,LOW,2022-02-01
1-Saudavel,690,Saudavel,LOW,2022-02-01
1-Saudavel,691,Saudavel,LOW,2022-02-01
1-Saudavel,692,Saudavel,LOW,2022-02-01
1-Saudavel,693,Saudavel,LOW,2022-02-01
1-Saudavel,694,Saudavel,LOW,2022-02-01
1-Saudavel,695,Saudavel,LOW,2022-02-01
1-Saudavel,696,Saudavel,LOW,2022-02-01
1-Saudavel,697,Saudavel,LOW,2022-02-01
1-Saudavel,698,Saudavel,LOW,2022-02-01
1-Saudavel,699,Saudavel,LOW,2022-02-01
1-Saudavel,700,Saudavel,LOW,2022-02-01
1-Saudavel,701,Saudavel,LOW,2022-02-01
1-Saudavel,702,Saudavel,LOW,2022-02-01
1-Saudavel,703,Saudavel,LOW,2022-02-01
1-Saudavel,704,Saudavel,LOW,2022-02-01
1-Saudavel,705,Saudavel,LOW,2022-02-01
1-Saudavel,706,Saudavel,LOW,2022-01-01
1-Saudavel,707,Saudavel,LOW,2022-01-01
1-Saudavel,708,Saudavel,LOW,2022-02-01
1-Saudavel,709,Saudavel,LOW,2022-02-01
1-Saudavel,710,Saudavel,LOW,2022-02-01
1-Saudavel,711,Saudavel,LOW,2022-02-01
1-Saudavel,712,Saudavel,LOW,2022-02-01
1-Saudavel,713,Saudavel,LOW,2022-02-01
1-Saudavel,714,Saudavel,LOW,2022-02-01
1-Saudavel,715,Saudavel,LOW,2022-03-01
1-Saudavel,716,Saudavel,LOW,2022-02-01
1-Saudavel,717,Saudavel,LOW,2022-02-01
1-Saudavel,718,Saudavel,LOW,2022-02-01
1-Saudavel,719,Saudavel,LOW,2022-02-01
1-Saudavel,720,Saudavel,LOW,2022-02-01
1-Saudavel,721,Saudavel,LOW,2022-02-01
1-Saudavel,722,Saudavel,LOW,2022-02-01
1-Saudavel,723,Saudavel,LOW,2022-02-01
1-Saudavel,724,Saudavel,LOW,2022-02-01
1-Saudavel,725,Saudavel,LOW,2022-02-01
1-Saudavel,726,Saudavel,LOW,2022-02-01
1-Saudavel,727,Saudavel,LOW,2022-02-01
1-Saudavel,728,Saudavel,LOW,2022-02-01
1-Saudavel,729,Saudavel,LOW,2022-02-01
1-Saudavel,730,Saudavel,LOW,2022-02-01
1-Saudavel,731,Saudavel,LOW,2022-02-01
1-Saudavel,732,Saudavel,LOW,2022-02-01
1-Saudavel,733,Saudavel,LOW,2022-02-01
1-Saudavel,734,Saudavel,LOW,2022-02-01
1-Saudavel,735,Saudavel,LOW,2022-01-01
1-Saudavel,736,Saudavel,LOW,2022-01-01
1-Saudavel,737,Saudavel,LOW,2022-02-01
1-Saudavel,738,Saudavel,LOW,2022-02-01
1-Saudavel,739,Saudavel,LOW,2022-02-01
1-Saudavel,740,Saudavel,LOW,2022-02-01
1-Saudavel,741,Saudavel,LOW,2022-02-01
1-Saudavel,742,Saudavel,LOW,2022-02-01
1-Saudavel,743,Saudavel,LOW,2022-02-01
1-Saudavel,744,Saudavel,LOW,2022-02-01
1-Saudavel,745,Saudavel,LOW,2022-02-01
1-Saudavel,746,Saudavel,LOW,2022-02-01
1-Saudavel,747,Saudavel,LOW,2022-02-01
1-Saudavel,748,Saudavel,LOW,2022-01-01
1-Saudavel,749,Saudavel,LOW,2022-01-01
1-Saudavel,750,Saudavel,LOW,2022-01-01
1-Saudavel,751,Saudavel,LOW,2022-01-01
1-Saudavel,752,Saudavel,LOW,2022-01-01
1-Saudavel,753,Saudavel,LOW,2022-02-01
1-Saudavel,754,Saudavel,LOW,2022-02-01
1-Saudavel,755,Saudavel,LOW,2022-03-01
1-Saudavel,756,Saudavel,LOW,2022-02-01
1-Saudavel,757,Saudavel,LOW,2022-02-01
1-Saudavel,758,Saudavel,LOW,2022-02-01
1-Saudavel,759,Saudavel,LOW,2022-01-01
1-Saudavel,760,Saudavel,LOW,2022-01-01
1-Saudavel,761,Saudavel,LOW,2022-01-01
1-Saudavel,762,Saudavel,LOW,2022-01-01
1-Saudavel,763,Saudavel,LOW,2022-01-01
1-Saudavel,764,Saudavel,LOW,2022-02-01
1-Saudavel,765,Saudavel,LOW,2022-02-01
1-Saudavel,766,Saudavel,LOW,2022-02-01
1-Saudavel,767,Saudavel,LOW,2022-02-01
1-Saudavel,768,Saudavel,LOW,2022-02-01
1-Saudavel,769,Saudavel,LOW,2022-02-01
1-Saudavel,770,Saudavel,LOW,2022-02-01
1-Saudavel,771,Saudavel,LOW,2022-01-01
1-Saudavel,772,Saudavel,LOW,2022-01-01
1-Saudavel,773,Saudavel,LOW,2022-01-01
1-Saudavel,774,Saudavel,LOW,2022-01-01
1-Saudavel,775,Saudavel,LOW,2022-01-01
1-Saudavel,776,Saudavel,LOW,2022-01-01
1-Saudavel,777,Saudavel,LOW,2022-01-01
1-Saudavel,778,Saudavel,LOW,2022-01-01
1-Saudavel,779,Saudavel,LOW,2022-01-01
1-Saudavel,780,Saudavel,LOW,2022-01-01
1-Saudavel,781,Saudavel,LOW,2022-01-01
1-Saudavel,782,Saudavel,LOW,2022-01-01
1-Saudavel,783,Saudavel,LOW,2022-01-01
1-Saudavel,784,Saudavel,LOW,2022-01-01
1-Saudavel,785,Saudavel,LOW,2022-01-01
1-Saudavel,786,Saudavel,LOW,2022-01-01
1-Saudavel,787,Saudavel,LOW,2022-01-01
1-Saudavel,788,Saudavel,LOW,2022-01-01
1-Saudavel,789,Saudavel,LOW,2022-01-01
1-Saudavel,790,Saudavel,LOW,2022-01-01
1-Saudavel,791,Saudavel,LOW,2022-01-01
1-Saudavel,792,Saudavel,LOW,2022-01-01
1-Saudavel,793,Saudavel,LOW,2022-01-01
1-Saudavel,794,Saudavel,LOW,2022-01-01
1-Saudavel,795,Saudavel,LOW,2022-01-01
1-Saudavel,796,Saudavel,LOW,2022-01-01
1-Saudavel,797,Saudavel,LOW,2022-01-01
1-Saudavel,798,Saudavel,LOW,2022-01-01
1-Saudavel,799,Saudavel,LOW,2022-01-01
1-Saudavel,800,Saudavel,LOW,2022-01-01
1-Saudavel,801,Saudavel,LOW,2022-01-01
1-Saudavel,802,Saudavel,LOW,2022-01-01
1-Saudavel,803,Saudavel,LOW,2022-01-01
1-Saudavel,804,Saudavel,LOW,2022-01-01
1-Saudavel,805,Saudavel,LOW,2022-01-01
1-Saudavel,806,Saudavel,LOW,2022-01-01
1-Saudavel,807,Saudavel,LOW,2022-01-01
1-Saudavel,808,Saudavel,LOW,2022-01-01
1-Saudavel,809,Saudavel,LOW,2022-01-01
1-Saudavel,810,Saudavel,LOW,2022-01-01
1-Saudavel,811,Saudavel,LOW,2022-01-01
1-Saudavel,812,Saudavel,LOW,2022-01-01
1-Saudavel,813,Saudavel,LOW,2022-01-01
1-Saudavel,814,Saudavel,LOW,2022-02-01
1-Saudavel,815,Saudavel,LOW,2022-01-01
1-Saudavel,816,Saudavel,LOW,2022-01-01
1-Saudavel,817,Saudavel,LOW,2022-01-01
1-Saudavel,818,Saudavel,LOW,2022-01-01
1-Saudavel,819,Saudavel,LOW,2022-01-01
1-Saudavel,820,Saudavel,LOW,2022-01-01
1-Saudavel,821,Saudavel,LOW,2022-01-01
1-Saudavel,822,Saudavel,LOW,2022-01-01
1-Saudavel,823,Saudavel,LOW,2022-01-01
1-Saudavel,824,Saudavel,LOW,2022-01-01
1-Psilideo,1,Psilideo,LOW,2024-08-09
1-Psilideo,2,Psilideo,LOW,2024-08-09
1-Psilideo,3,Psilideo,LOW,2024-08-09
1-Perervejo Bronzeado,0,Perervejo Bronzeado,LOW,2022-04-29
1-Perervejo Bronzeado,1,Perervejo Bronzeado,LOW,2022-04-18
1-Perervejo Bronzeado,2,Perervejo Bronzeado,LOW,2022-04-18
1-Perervejo Bronzeado,3,Perervejo Bronzeado,LOW,2022-04-03
1-Perervejo Bronzeado,4,Perervejo Bronzeado,LOW,2022-04-03
1-Perervejo Bronzeado,5,Perervejo Bronzeado,LOW,2022-04-02
1-Perervejo Bronzeado,6,Perervejo Bronzeado,LOW,2022-04-02
1-Perervejo Bronzeado,8,Perervejo Bronzeado,LOW,2022-03-29
1-Perervejo Bronzeado,9,Perervejo Bronzeado,LOW,2022-03-27
1-Perervejo Bronzeado,10,Perervejo Bronzeado,LOW,2022-03-27
1-Perervejo Bronzeado,11,Perervejo Bronzeado,LOW,2022-03-27
1-Perervejo Bronzeado,12,Perervejo Bronzeado,LOW,2022-03-26
1-Perervejo Bronzeado,13,Perervejo Bronzeado,LOW,2022-03-24
1-Perervejo Bronzeado,14,Perervejo Bronzeado,LOW,2022-03-24
1-Perervejo Bronzeado,15,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,16,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,17,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,18,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,19,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,20,Perervejo Bronzeado,LOW,2022-03-20
1-Perervejo Bronzeado,21,Perervejo Bronzeado,LOW,2022-03-19
1-Perervejo Bronzeado,22,Perervejo Bronzeado,LOW,2022-03-19
1-Perervejo Bronzeado,23,Perervejo Bronzeado,LOW,2022-03-15
1-Perervejo Bronzeado,24,Perervejo Bronzeado,LOW,2022-03-13
1-Perervejo Bronzeado,25,Perervejo Bronzeado,LOW,2022-02-14
1-Perervejo Bronzeado,26,Perervejo Bronzeado,LOW,2022-02-14
1-Perervejo Bronzeado,27,Perervejo Bronzeado,LOW,2022-02-14
1-Lagarta Desfolhadora,1,Lagarta Desfolhadora,LOW,2024-05-01
1-Lagarta Desfolhadora,2,Lagarta Desfolhadora,LOW,2024-05-01
1-Formiga,1,Formiga,LOW,2022-04-22
1-Formiga,2,Formiga,LOW,2022-04-22
1-Formiga,3,Formiga,LOW,2022-04-01
1-Formiga,4,Formiga,LOW,2022-04-19
1-Formiga,5,Formiga,LOW,2021-11-15
1-Formiga,6,Formiga,LOW,2019-09-27
1-Formiga,7,Formiga,LOW,2021-11-01
Boi Preto VI,101,Psilideo,LOW,2024-05-01
Boi Preto VI,102,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,103,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,104,Psilideo,HIGH,2024-05-01
Boi Preto VI,105,Psilideo,LOW,2024-05-01
Boi Preto VI,106,Psilideo,LOW,2024-05-01
Boi Preto VI,107,Psilideo,LOW,2024-05-01
Boi Preto VI,108,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,109,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,110,Psilideo,HIGH,2024-05-01
Boi Preto VI,111,Psilideo,LOW,2024-05-01
Boi Preto VI,112,Psilideo,LOW,2024-05-01
Boi Preto VI,113,Psilideo,LOW,2024-05-01
Boi Preto VI,114,Psilideo,LOW,2024-05-01
Boi Preto VI,115,Psilideo,LOW,2024-05-01
Boi Preto VI,116,Psilideo,LOW,2024-05-01
Boi Preto VI,117,Psilideo,LOW,2024-05-01
Boi Preto VI,118,Psilideo,LOW,2024-05-01
Boi Preto VI,119,Psilideo,LOW,2024-05-01
Boi Preto VI,120,Psilideo,LOW,2024-05-01
Boi Preto VI,121,Psilideo,LOW,2024-05-01
Boi Preto VI,122,Psilideo,LOW,2024-05-01
Boi Preto VI,123,Psilideo,LOW,2024-05-01
Boi Preto VI,124,Psilideo,LOW,2024-05-01
Boi Preto VI,125,Psilideo,LOW,2024-05-01
Boi Preto VI,126,Psilideo,LOW,2024-05-01
Boi Preto XI,001,Formiga,LOW,2024-10-01
Boi Preto XI,002,Formiga,LOW,2024-10-01
Boi Preto XI,002A,Formiga,LOW,2024-10-01
Boi Preto XI,003,Formiga,LOW,2024-10-01
Boi Preto XI,004,Formiga,LOW,2024-10-01
Boi Preto XI,005,Formiga,LOW,2024-10-01
Boi Preto XI,006,Formiga,LOW,2024-10-01
Boi Preto XI,007,Formiga,LOW,2024-10-01
Boi Preto XI,008,Formiga,LOW,2024-10-01
Boi Preto XI,009,Formiga,LOW,2024-10-01
Boi Preto XI,010,Formiga,LOW,2024-10-01
Boi Preto XI,011,Formiga,LOW,2024-10-01
Boi Preto XI,012,Formiga,LOW,2024-10-01
Boi Preto XI,013,Formiga,LOW,2024-10-01
Boi Preto XI,014,Formiga,LOW,2024-10-01
Boi Preto XI,015,Formiga,LOW,2024-10-01
Boi Preto XI,016,Formiga,LOW,2024-10-01
Boi Preto XI,017,Formiga,LOW,2024-10-01
Boi Preto XI,017A,Formiga,LOW,2024-10-01
Boi Preto XI,018,Formiga,HIGH,2024-10-01
Boi Preto XI,019,Formiga,LOW,2024-10-01
Boi Preto XI,020,Formiga,MEDIUM,2024-10-01
Boi Preto XI,022,Formiga,LOW,2024-10-01
Boi Preto XI,023,Formiga,LOW,2024-10-01
Boi Preto XI,024,Formiga,LOW,2024-10-01
Boi Preto XI,025,Formiga,HIGH,2024-10-01
Boi Preto XI,026,Formiga,HIGH,2024-10-01
Boi Preto XI,027,Formiga,LOW,2024-10-01
Boi Preto XI,029,Formiga,LOW,2024-10-01
Boi Preto XI,030,Formiga,LOW,2024-10-01
Boi Preto XI,031,Formiga,HIGH,2024-10-01
Boi Preto XI,032,Formiga,HIGH,2024-10-01
Boi Preto XI,033,Formiga,LOW,2024-10-01
Boi Preto XI,034,Formiga,HIGH,2024-10-01
Boi Preto XI,035,Formiga,LOW,2024-10-01
Boi Preto XI,036,Formiga,LOW,2024-10-01
Boi Preto XI,037,Formiga,HIGH,2024-10-01
Boi Preto XI,038,Formiga,HIGH,2024-10-01
Boi Preto XI,039,Formiga,HIGH,2024-10-01
Boi Preto XI,040,Formiga,HIGH,2024-10-01
Boi Preto XI,041,Formiga,HIGH,2024-10-01
Boi Preto XI,042,Formiga,MEDIUM,2024-10-01
Boi Preto XI,043,Formiga,HIGH,2024-10-01
Boi Preto XI,044,Formiga,LOW,2024-10-01
Boi Preto XI,045,Formiga,MEDIUM,2024-10-01
Boi Preto XI,046,Formiga,HIGH,2024-10-01
Boi Preto XI,047,Formiga,MEDIUM,2024-10-01
Boi Preto XI,048,Formiga,MEDIUM,2024-10-01
Boi Preto XI,049,Formiga,MEDIUM,2024-10-01
Boi Preto XI,050,Formiga,LOW,2024-10-01
Boi Preto XI,051,Formiga,MEDIUM,2024-10-01
Boi Preto XI,052,Formiga,HIGH,2024-10-01
Boi Preto XI,053,Formiga,HIGH,2024-10-01
Boi Preto XI,054,Formiga,HIGH,2024-10-01
Boi Preto XI,055,Formiga,HIGH,2024-10-01
Boi Preto XI,056,Formiga,HIGH,2024-10-01
Boi Preto XI,057,Formiga,HIGH,2024-10-01
Gema,001,Lagarta Desfolhadora,LOW,2024-07-01
Gema,001B,Lagarta Desfolhadora,LOW,2024-07-01
Gema,002,Lagarta Desfolhadora,LOW,2024-07-01
Gema,003,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004B,Lagarta Desfolhadora,LOW,2024-07-01
Gema,005,Lagarta Desfolhadora,LOW,2024-07-01
Gema,006,Lagarta Desfolhadora,LOW,2024-07-01
Gema,007,Lagarta Desfolhadora,LOW,2024-07-01
Gema,008,Lagarta Desfolhadora,LOW,2024-07-01
Gema,009,Lagarta Desfolhadora,LOW,2024-07-01
Gema,009A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,010,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,011,Lagarta Desfolhadora,LOW,2024-07-01
Gema,011A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,012,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,013,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,014,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,015,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,016,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,017,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,018,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,019,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,020,Lagarta Desfolhadora,LOW,2024-07-01
Gema,021,Lagarta Desfolhadora,LOW,2024-07-01
Gema,021A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,022,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,022A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,023,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,024,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,024A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,025,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,025A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,026,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,027,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,028,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,028A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,029,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,030,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,030A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,031,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,032,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,033A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,033B,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,034,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,035,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,036,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,037,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,038,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,039,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,039A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,040,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,041,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,042,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,043,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,044,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,045,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,026,Lagarta Desfolhadora,LOW,2024-07-05
Gema,026,Lagarta Desfolhadora,LOW,2024-07-10
Gema,026,Lagarta Desfolhadora,LOW,2024-08-16
Gema,026,Lagarta Desfolhadora,LOW,2024-11-14
